source,target,base,k,n_draws,warm_auc,warm_ci_lower,warm_ci_upper,cold_auc,cold_ci_lower,cold_ci_upper,lift,lift_ci_lower,lift_ci_upper,fold_warm_auc,fold_cold_auc,fold_lift,fold_diverged,confirmatory,confirmatory_passed
COAD+UCEC,STAD,pooled,all,1,0.8247783962069677,0.7657686559472274,0.8800324675324676,0.8584312512883941,0.8108598742527314,0.9019313028241599,-0.03365285508142646,-0.08386028653885796,0.015049732014017651,0.8330338153972052,0.8587883859607072,-0.025754570563501944,False,False,
UCEC,STAD,single,0,1,0.5206658420944136,0.4404401154401154,0.5958230261801689,0.5,0.5,0.5,0.020665842094413578,-0.05955988455988457,0.09582302618016891,0.5543561011148647,0.5,0.05435610111486466,True,False,
UCEC,STAD,single,10,20,0.6774092970521542,0.6067992424242424,0.7453684163059161,0.7878014842300556,0.7532399247577819,0.8206327303648732,-0.11039218717790134,-0.1768375721500722,-0.05015892341785202,0.6977013899389967,0.7905799057000555,-0.09287851576105888,True,False,
UCEC,STAD,single,25,20,0.7578411667697381,0.6905611600700888,0.8164701865594721,0.8464363017934445,0.807348227169656,0.8835896593485879,-0.08859513502370642,-0.14644744640280347,-0.03562248763141603,0.7760768622371907,0.8462482445025327,-0.07017138226534192,True,False,
UCEC,STAD,single,3,20,0.6116780045351472,0.535714092455164,0.6836306302824159,0.6539759843331272,0.6279767058338488,0.6814866135848279,-0.04229797979798,-0.12313382549989689,0.037418702329416714,0.6330478430238717,0.6572560126314123,-0.024208169607540575,True,False,
UCEC,STAD,single,40,20,0.7957998350855494,0.7305799706246136,0.8561744356833643,0.8607014017728304,0.8188769712430428,0.9019070165945168,-0.06490156668728098,-0.11925305349412506,-0.0133371985157696,0.8169192704497027,0.8586289119703245,-0.04170964152062184,True,False,
UCEC,STAD,single,5,20,0.6342841682127396,0.5600950190682333,0.7059050968872396,0.7173907441764584,0.6843621160585446,0.7529274891774892,-0.08310657596371884,-0.15806637806637802,-0.014311353329210762,0.6538389376060901,0.7280805337425724,-0.07424159613648229,True,False,
UCEC,STAD,single,all,1,0.8062770562770563,0.73989898989899,0.8671407957122242,0.8584312512883941,0.8108598742527314,0.9019313028241599,-0.05215419501133789,-0.10554524840239121,-0.0006184291898577721,0.8268909450585656,0.8587883859607072,-0.03189744090214153,True,False,
COAD,UCEC,single,0,1,0.5878740769529732,0.5324771667314419,0.6380144772638943,0.5,0.5,0.5,0.08787407695297322,0.0324771667314419,0.13801447726389426,0.5869757122698109,0.5,0.08697571226981093,False,False,
COAD,UCEC,single,10,20,0.6527603964244073,0.6125028177225029,0.6916090167120091,0.6167907112320248,0.5905619656043529,0.6408214389817335,0.03596968519238253,-0.0013105324523902812,0.07211499222697229,0.6595710535370202,0.6224604990860175,0.03711055445100264,False,False,
COAD,UCEC,single,25,20,0.6944383987563155,0.6569682034589973,0.7299190390594635,0.6704061406917996,0.6396614117761367,0.699413743684415,0.02403225806451592,-0.0034548435678195123,0.05115512048192757,0.7033591597952521,0.6794933108718151,0.023865848923437016,False,False,
COAD,UCEC,single,3,20,0.6150563544500585,0.5731428293820442,0.6540276185386708,0.5591012436844152,0.542102603964244,0.5742075155460551,0.0559551107656433,0.012660027205596638,0.09677373202487352,0.6232363185513059,0.5672229828508314,0.05601333570047451,False,False,
COAD,UCEC,single,40,20,0.6978497862417412,0.6576932326078505,0.7339857170617956,0.6922065682083172,0.6594406577924602,0.7218404586086281,0.005643218033424047,-0.018588029537504765,0.030559220753983596,0.7051998498800243,0.7010412174843581,0.004158632395666162,False,False,
COAD,UCEC,single,5,20,0.6249096385542169,0.5823051642052078,0.664361275748154,0.5767712786630391,0.5580872522347454,0.5950083074232412,0.04813835989117776,0.006736591527399838,0.08592758938981729,0.631125318741909,0.5836290318297892,0.04749628691211982,False,False,
